instance_size_10/test_1.txt,56
instance_size_10/test_10.txt,44
instance_size_10/test_11.txt,49
instance_size_10/test_12.txt,26
instance_size_10/test_13.txt,42
instance_size_10/test_14.txt,50
instance_size_10/test_15.txt,50
instance_size_10/test_16.txt,52
instance_size_10/test_17.txt,49
instance_size_10/test_18.txt,51
instance_size_10/test_19.txt,50
instance_size_10/test_2.txt,46
instance_size_10/test_20.txt,45
instance_size_10/test_21.txt,52
instance_size_10/test_22.txt,52
instance_size_10/test_23.txt,25
instance_size_10/test_24.txt,42
instance_size_10/test_25.txt,54
instance_size_10/test_26.txt,39
instance_size_10/test_27.txt,37
instance_size_10/test_28.txt,41
instance_size_10/test_29.txt,57
instance_size_10/test_3.txt,22
instance_size_10/test_30.txt,59
instance_size_10/test_31.txt,49
instance_size_10/test_32.txt,39
instance_size_10/test_33.txt,53
instance_size_10/test_34.txt,37
instance_size_10/test_35.txt,36
instance_size_10/test_36.txt,45
instance_size_10/test_37.txt,60
instance_size_10/test_38.txt,45
instance_size_10/test_39.txt,60
instance_size_10/test_4.txt,68
instance_size_10/test_40.txt,64
instance_size_10/test_41.txt,45
instance_size_10/test_42.txt,30
instance_size_10/test_43.txt,42
instance_size_10/test_44.txt,30
instance_size_10/test_45.txt,39
instance_size_10/test_46.txt,53
instance_size_10/test_47.txt,22
instance_size_10/test_48.txt,44
instance_size_10/test_49.txt,52
instance_size_10/test_5.txt,53
instance_size_10/test_50.txt,45
instance_size_10/test_6.txt,38
instance_size_10/test_7.txt,36
instance_size_10/test_8.txt,51
instance_size_10/test_9.txt,56
